Rep,Method,MSE,MSE_standard_error
rest/SE_Rep9,BCF,0.4893388696865232,0.021396337980683383
rest/SE_Rep9,BCF-lin,0.5781717109529946,0.05043978827931844
rest/SE_Rep9,LS,0.2657074853407294,0.01602689708653511
rest/SE_Rep9,OLS,0.575329079371163,0.038986893591426035
rest/SE_Rep9,AVE,1.349525964842296,0.0460403407655957
SW/rest_Rep6,BCF,0.3278238713016051,0.1750663573660391
SW/rest_Rep6,BCF-lin,0.2833953579451673,0.09241410411669994
SW/rest_Rep6,LS,0.4937618223410674,0.26394002395376304
SW/rest_Rep6,OLS,0.2217151299512818,0.08522872031311796
SW/rest_Rep6,AVE,0.7089584689754557,0.29157155372745086
SW/rest_Rep4,BCF,0.8437185840121039,0.3250990059432726
SW/rest_Rep4,BCF-lin,0.2602398414004132,0.07949662949649913
SW/rest_Rep4,LS,0.7977575351883512,0.3660967664322399
SW/rest_Rep4,OLS,0.3216768223960698,0.08887839044784526
SW/rest_Rep4,AVE,1.502801095144583,0.46956134851404996
SW/rest_Rep1,BCF,0.3543139331981811,0.1115127406463671
SW/rest_Rep1,BCF-lin,0.1921051174688295,0.05289844403888604
SW/rest_Rep1,LS,0.4903344474900404,0.31781104791448117
SW/rest_Rep1,OLS,0.17905848122110163,0.05614204971194438
SW/rest_Rep1,AVE,0.7585174418783491,0.2730904074458265
SW/rest_Rep5,BCF,0.7872990461854473,0.3710704519008831
SW/rest_Rep5,BCF-lin,0.43715319046033785,0.17326044746592953
SW/rest_Rep5,LS,0.3821097804039718,0.14081565574908
SW/rest_Rep5,OLS,0.22120850635020145,0.06758830064928138
SW/rest_Rep5,AVE,0.5484668143864745,0.20798006724290252
SW/rest_Rep8,BCF,0.8494255805481562,0.3281831438864677
SW/rest_Rep8,BCF-lin,0.49474426854607306,0.2194868853724839
SW/rest_Rep8,LS,1.066902524008848,0.4110561086823513
SW/rest_Rep8,OLS,0.3950477594999027,0.1528118952153541
SW/rest_Rep8,AVE,0.706984592912832,0.24983678440721074
SW/rest_Rep7,BCF,0.6122605351514715,0.32379149183002953
SW/rest_Rep7,BCF-lin,0.19125232696484884,0.05839927249134653
SW/rest_Rep7,LS,0.36546202238322867,0.25128096462837574
SW/rest_Rep7,OLS,0.22430122127445554,0.07997015747240908
SW/rest_Rep7,AVE,0.7841626123146189,0.37655243429191304
SW/rest_Rep2,BCF,0.25135804970582437,0.07108917703033442
SW/rest_Rep2,BCF-lin,0.31514045049480693,0.09468222637317743
SW/rest_Rep2,LS,0.1624510559110527,0.0559618247119596
SW/rest_Rep2,OLS,0.12085390804402872,0.02653299643797612
SW/rest_Rep2,AVE,0.5382533751938468,0.17744816147088496
SW/rest_Rep3,BCF,0.6680574687503941,0.37600341592078057
SW/rest_Rep3,BCF-lin,0.4355214607048936,0.26511250770511535
SW/rest_Rep3,LS,0.49248654099945904,0.32289160891452956
SW/rest_Rep3,OLS,0.3519211969141793,0.2464815815501196
SW/rest_Rep3,AVE,1.0243873473032237,0.39031509800126163
SW/rest_Rep10,BCF,0.31721162218524873,0.18011031888430065
SW/rest_Rep10,BCF-lin,0.2966669495867773,0.158157536143738
SW/rest_Rep10,LS,0.24660309224289798,0.11139370116656157
SW/rest_Rep10,OLS,0.12009070549236164,0.0388275735201513
SW/rest_Rep10,AVE,0.28681050690133764,0.0580401866468275
SW/rest_Rep9,BCF,0.8969115882490203,0.3837555740921023
SW/rest_Rep9,BCF-lin,0.712224320271061,0.3125091471053062
SW/rest_Rep9,LS,0.8721750996177076,0.47836588926419565
SW/rest_Rep9,OLS,0.6549136610563425,0.3263640788196723
SW/rest_Rep9,AVE,0.8057779912945041,0.34355269897421287
rest/SW_Rep1,BCF,0.4258743006378756,0.014902527264791259
rest/SW_Rep1,BCF-lin,0.4986641351613857,0.021881890218705027
rest/SW_Rep1,LS,0.33618389363358553,0.013397862843182859
rest/SW_Rep1,OLS,0.58727537496351,0.02069679903873164
rest/SW_Rep1,AVE,1.3138562644292404,0.0315513192274457
rest/SW_Rep8,BCF,0.43765374738969365,0.015595961514655865
rest/SW_Rep8,BCF-lin,1.034435799446616,0.45241706603889204
rest/SW_Rep8,LS,0.3310141088669437,0.013530721618391622
rest/SW_Rep8,OLS,1.531940142945793,0.6576046539188607
rest/SW_Rep8,AVE,1.3453275958550195,0.031566014664457624
rest/SW_Rep3,BCF,0.42777825380243834,0.015259590815752453
rest/SW_Rep3,BCF-lin,0.5713515462170092,0.038468088557924725
rest/SW_Rep3,LS,0.3423307467020564,0.013806463465183407
rest/SW_Rep3,OLS,0.6001683088296677,0.024736785835287087
rest/SW_Rep3,AVE,1.2904700305333736,0.030343591265201832
rest/SW_Rep5,BCF,0.42741946283581345,0.014431018527077032
rest/SW_Rep5,BCF-lin,0.7374139025194032,0.1449399076810641
rest/SW_Rep5,LS,0.32674321085755725,0.012762589572795252
rest/SW_Rep5,OLS,0.6037080642036077,0.022730658947870637
rest/SW_Rep5,AVE,1.331638943640548,0.03174910323488893
rest/SW_Rep4,BCF,0.4391478075700236,0.014823576397346142
rest/SW_Rep4,BCF-lin,0.6558482531928498,0.14267452997313523
rest/SW_Rep4,LS,0.3402629045903606,0.01309322467784267
rest/SW_Rep4,OLS,0.6162314660210226,0.027146153887829472
rest/SW_Rep4,AVE,1.3280203752238169,0.03133720409472784
rest/SW_Rep2,BCF,0.4637837115180163,0.015922364249620905
rest/SW_Rep2,BCF-lin,0.6077630934966841,0.05470691946665683
rest/SW_Rep2,LS,0.3615018669354183,0.014535328083236355
rest/SW_Rep2,OLS,0.6216367964309568,0.02148818273151675
rest/SW_Rep2,AVE,1.3215001173101104,0.03159631724293501
rest/SW_Rep7,BCF,0.4209956860707415,0.013640087137153105
rest/SW_Rep7,BCF-lin,0.5255263862072186,0.024005940625034205
rest/SW_Rep7,LS,0.3279859492438445,0.012422053590169565
rest/SW_Rep7,OLS,0.6230354260176211,0.026431004674478748
rest/SW_Rep7,AVE,1.343460991517085,0.03170606953300264
rest/SW_Rep6,BCF,0.4516424860350522,0.015005479453170146
rest/SW_Rep6,BCF-lin,0.9264014927789561,0.32275231045455155
rest/SW_Rep6,LS,0.35154281155289124,0.013558013025495107
rest/SW_Rep6,OLS,0.6440975197273129,0.04297593646371667
rest/SW_Rep6,AVE,1.3174106906702883,0.031097777728961457
rest/SW_Rep10,BCF,0.4409481230523177,0.015403112558500902
rest/SW_Rep10,BCF-lin,0.5356933038470412,0.026907815932284612
rest/SW_Rep10,LS,0.33801196533019673,0.013163949709658672
rest/SW_Rep10,OLS,0.6312243903819482,0.02394252383063405
rest/SW_Rep10,AVE,1.346384881677879,0.031855812268170136
rest/SW_Rep9,BCF,0.4436308276095316,0.015854277163604946
rest/SW_Rep9,BCF-lin,0.9316336461222906,0.3559788202746028
rest/SW_Rep9,LS,0.3401259325899902,0.014115590196999891
rest/SW_Rep9,OLS,0.6371571759357912,0.039305874667754086
rest/SW_Rep9,AVE,1.2901495086807349,0.031145788022097633
NE/rest_Rep7,BCF,0.059374776363558854,0.011993608805453106
NE/rest_Rep7,BCF-lin,0.06740276453140573,0.012707346284402716
NE/rest_Rep7,LS,0.05732193535318524,0.011522245348086758
NE/rest_Rep7,OLS,0.058363101836150934,0.009965619625883774
NE/rest_Rep7,AVE,0.17419164574806426,0.03459899675979446
NE/rest_Rep4,BCF,0.06351192263186406,0.014162300543573198
NE/rest_Rep4,BCF-lin,0.05790270984444859,0.013185792283144383
NE/rest_Rep4,LS,0.05794490967737991,0.012116398118297452
NE/rest_Rep4,OLS,0.05150417451641012,0.010857609260203658
NE/rest_Rep4,AVE,0.1632763837562798,0.02600792158022997
NE/rest_Rep2,BCF,0.05059700801105122,0.007447054247469032
NE/rest_Rep2,BCF-lin,0.055334656531719074,0.007181286176240706
NE/rest_Rep2,LS,0.050946497463811996,0.008807940628201448
NE/rest_Rep2,OLS,0.047709549668681274,0.006895995914697446
NE/rest_Rep2,AVE,0.12623421719691502,0.015829477669313356
NE/rest_Rep6,BCF,0.04479588764468502,0.005780436164255981
NE/rest_Rep6,BCF-lin,0.040697066127987104,0.005028477829908171
NE/rest_Rep6,LS,0.038996463090624496,0.004754423936768756
NE/rest_Rep6,OLS,0.035969542204502956,0.004045913386740339
NE/rest_Rep6,AVE,0.10517131316242687,0.013124165794417914
NE/rest_Rep8,BCF,0.07560853658172323,0.013627099903507434
NE/rest_Rep8,BCF-lin,0.07463808529571501,0.014483200202340835
NE/rest_Rep8,LS,0.06170997166571915,0.012388023810990524
NE/rest_Rep8,OLS,0.05874761787564986,0.012020121973880063
NE/rest_Rep8,AVE,0.16749421393192568,0.023805550204331432
NE/rest_Rep5,BCF,0.050362624571523656,0.009248419680183338
NE/rest_Rep5,BCF-lin,0.046212624939225684,0.007264592515002038
NE/rest_Rep5,LS,0.043313496827018294,0.006978506154599091
NE/rest_Rep5,OLS,0.045769195067102066,0.006971838390302042
NE/rest_Rep5,AVE,0.11278155711879517,0.01689898900647257
NE/rest_Rep1,BCF,0.05173412861804785,0.01206619909100197
NE/rest_Rep1,BCF-lin,0.05043279853080826,0.012075944148357382
NE/rest_Rep1,LS,0.041716334281831774,0.010261113508748691
NE/rest_Rep1,OLS,0.04717047310998408,0.011342338216197827
NE/rest_Rep1,AVE,0.11565941879190837,0.016284367095962052
NE/rest_Rep3,BCF,0.04198169457956611,0.008742210897344647
NE/rest_Rep3,BCF-lin,0.04520438289584229,0.00827372940798224
NE/rest_Rep3,LS,0.03820639340306174,0.006853102266816624
NE/rest_Rep3,OLS,0.03896631829996161,0.00654938810094774
NE/rest_Rep3,AVE,0.10768581278480503,0.014339226617078118
NE/rest_Rep9,BCF,0.050096097464516286,0.008841354965632498
NE/rest_Rep9,BCF-lin,0.05725798323521059,0.010315914982794596
NE/rest_Rep9,LS,0.04599375815363525,0.008214827633212006
NE/rest_Rep9,OLS,0.04601735299958337,0.007583860308010047
NE/rest_Rep9,AVE,0.12718832535142227,0.018750511713052663
NE/rest_Rep10,BCF,0.03164175484775346,0.0043790515951730846
NE/rest_Rep10,BCF-lin,0.03410627797272154,0.004431400648105386
NE/rest_Rep10,LS,0.03281216927396549,0.004281473906643028
NE/rest_Rep10,OLS,0.031155858231706458,0.003741012330071007
NE/rest_Rep10,AVE,0.09121583187748245,0.012322334523235692
rest/NE_Rep5,BCF,0.4193847890634059,0.015446152380820985
rest/NE_Rep5,BCF-lin,0.5391447233587408,0.035687239155602596
rest/NE_Rep5,LS,0.34341497531786086,0.014871265661502613
rest/NE_Rep5,OLS,0.6000498524067279,0.023472345609111912
rest/NE_Rep5,AVE,1.2429386835761462,0.030414164751828725
rest/NE_Rep4,BCF,0.42949131456130263,0.015186989579575734
rest/NE_Rep4,BCF-lin,0.6941226632518097,0.1266669414155292
rest/NE_Rep4,LS,0.3324889184043567,0.013592912709864513
rest/NE_Rep4,OLS,0.5991057505243575,0.020719119013213407
rest/NE_Rep4,AVE,1.320151505873538,0.03248680391010955
rest/NE_Rep2,BCF,0.45563599066352894,0.01707499117994272
rest/NE_Rep2,BCF-lin,0.5968039106449741,0.029737564706633635
rest/NE_Rep2,LS,0.3582387222196883,0.015533874097149031
rest/NE_Rep2,OLS,0.638498838917621,0.023258483918964096
rest/NE_Rep2,AVE,1.2975653486939165,0.03147561246290319
rest/NE_Rep8,BCF,0.4153321651494345,0.014885670286562114
rest/NE_Rep8,BCF-lin,0.5373178269871046,0.02336040345524331
rest/NE_Rep8,LS,0.32899646884729916,0.013756162945682639
rest/NE_Rep8,OLS,0.5933058830691614,0.02116100022275286
rest/NE_Rep8,AVE,1.3057517028546897,0.031427103828091114
rest/NE_Rep6,BCF,0.4365253340229733,0.014747196165130778
rest/NE_Rep6,BCF-lin,0.5560244338179258,0.03461341377240277
rest/NE_Rep6,LS,0.33339470165958757,0.012845991505787562
rest/NE_Rep6,OLS,0.5921159937652498,0.021931126391577682
rest/NE_Rep6,AVE,1.2642322769727703,0.030702166349502995
rest/NE_Rep3,BCF,0.4327083293914214,0.015228784989086672
rest/NE_Rep3,BCF-lin,0.6365301921892939,0.06366842961692364
rest/NE_Rep3,LS,0.3405755434377051,0.013938211821036205
rest/NE_Rep3,OLS,0.6759801267793638,0.04113697202663757
rest/NE_Rep3,AVE,1.324224084280915,0.03162393183914746
rest/NE_Rep7,BCF,0.4472368462194125,0.014881138596065857
rest/NE_Rep7,BCF-lin,0.5191826745137164,0.020466787950019355
rest/NE_Rep7,LS,0.34866930704587706,0.012837509275640742
rest/NE_Rep7,OLS,0.61715555718029,0.02147785126517857
rest/NE_Rep7,AVE,1.330250583267105,0.03228489648232856
rest/NE_Rep1,BCF,0.4147747698747532,0.014365182838281249
rest/NE_Rep1,BCF-lin,0.49977997186748224,0.021712562746875826
rest/NE_Rep1,LS,0.32283953911168645,0.012818225776244545
rest/NE_Rep1,OLS,0.5909016417481713,0.020077697299471606
rest/NE_Rep1,AVE,1.298752361419724,0.03152335095728997
rest/NE_Rep9,BCF,0.42610108471506347,0.01506247580765063
rest/NE_Rep9,BCF-lin,0.5223548197402677,0.02085514612656196
rest/NE_Rep9,LS,0.33529337947164334,0.013374376043517685
rest/NE_Rep9,OLS,0.6248194176499928,0.034248828007941476
rest/NE_Rep9,AVE,1.329680727357517,0.03183672029126641
rest/NE_Rep10,BCF,0.4161190397887049,0.014071564076377639
rest/NE_Rep10,BCF-lin,0.7327027023486995,0.20345668554416774
rest/NE_Rep10,LS,0.314115252135731,0.01234677403018714
rest/NE_Rep10,OLS,0.5868276058144977,0.02279177168963538
rest/NE_Rep10,AVE,1.239741395921559,0.03042821379527771
NW/rest_Rep5,BCF,0.45926517933452593,0.024448626261711
NW/rest_Rep5,BCF-lin,1.036137761180146,0.5164358023256742
NW/rest_Rep5,LS,0.2961527115533953,0.021313983794403767
NW/rest_Rep5,OLS,0.600316961429901,0.06759660833848317
NW/rest_Rep5,AVE,1.3517637013177568,0.04851825829561992
NW/rest_Rep2,BCF,0.4398349797674794,0.025548865618389194
NW/rest_Rep2,BCF-lin,1.0965041185341653,0.5549647735296055
NW/rest_Rep2,LS,0.3023406675095226,0.02326565067468888
NW/rest_Rep2,OLS,0.6255647858212176,0.07130764281382101
NW/rest_Rep2,AVE,1.3611605762564005,0.04866103420717205
NW/rest_Rep1,BCF,0.4299944862508314,0.022382200404017557
NW/rest_Rep1,BCF-lin,0.5186226419722313,0.03315717312527121
NW/rest_Rep1,LS,0.2716137881464412,0.017885784221369726
NW/rest_Rep1,OLS,0.5510166357213934,0.027177520073848528
NW/rest_Rep1,AVE,1.4259222132859994,0.05038472938386319
NW/rest_Rep8,BCF,0.4470430025096276,0.024692925490719858
NW/rest_Rep8,BCF-lin,0.546278229283243,0.03196953653556743
NW/rest_Rep8,LS,0.27688677591022726,0.018913979657501596
NW/rest_Rep8,OLS,0.574436134806725,0.03217252084154947
NW/rest_Rep8,AVE,1.3430140838103883,0.04832589193291101
NW/rest_Rep6,BCF,0.4264044626749215,0.022702934954510066
NW/rest_Rep6,BCF-lin,0.5240526596897447,0.0354172921417887
NW/rest_Rep6,LS,0.24935128787801522,0.017111539740642463
NW/rest_Rep6,OLS,0.5430333098671531,0.0292906869722176
NW/rest_Rep6,AVE,1.3937254007103372,0.04849840876647691
NW/rest_Rep4,BCF,0.40776510955503814,0.020829372149145382
NW/rest_Rep4,BCF-lin,0.5653006500235044,0.053094956128292126
NW/rest_Rep4,LS,0.2718126236845398,0.016630625550340478
NW/rest_Rep4,OLS,0.5127125115287656,0.024727629619850592
NW/rest_Rep4,AVE,1.4218366148369865,0.05113084790900687
NW/rest_Rep7,BCF,0.4257836545877838,0.024151449047723345
NW/rest_Rep7,BCF-lin,0.7803653609998935,0.15102108495996117
NW/rest_Rep7,LS,0.26918278795077955,0.018390203301751805
NW/rest_Rep7,OLS,0.5715642596971778,0.03853477154272875
NW/rest_Rep7,AVE,1.4023134587127655,0.04927882797172564
NW/rest_Rep3,BCF,0.41702504936190365,0.022042298803271288
NW/rest_Rep3,BCF-lin,0.8857903357424217,0.1468564347154369
NW/rest_Rep3,LS,0.28154340290522956,0.015722626484680216
NW/rest_Rep3,OLS,0.6310978761149406,0.054431122361878095
NW/rest_Rep3,AVE,1.3768403269451177,0.050141467406855315
NW/rest_Rep9,BCF,0.43358758967952654,0.022191566048230367
NW/rest_Rep9,BCF-lin,0.82572392590274,0.2572183793844619
NW/rest_Rep9,LS,0.24766002747140214,0.014582042081399507
NW/rest_Rep9,OLS,0.559843714483635,0.028758564204053465
NW/rest_Rep9,AVE,1.3404380588134692,0.04927150459240069
NW/rest_Rep10,BCF,0.3937682173619807,0.022437603118290836
NW/rest_Rep10,BCF-lin,0.6366122770111523,0.09290769831847481
NW/rest_Rep10,LS,0.254334498411392,0.0164192663835827
NW/rest_Rep10,OLS,0.5297980155237544,0.030625460173052056
NW/rest_Rep10,AVE,1.3364997545662964,0.04752662056058599
rest/NW_Rep4,BCF,0.4757611737513849,0.02098485946522884
rest/NW_Rep4,BCF-lin,0.5551570214443053,0.03373114226043892
rest/NW_Rep4,LS,0.3189574978988767,0.017095964621467365
rest/NW_Rep4,OLS,0.5631672206150684,0.02583014928849503
rest/NW_Rep4,AVE,1.3072217700838076,0.04187886962571947
rest/NW_Rep8,BCF,0.46000462859658525,0.018940446868229065
rest/NW_Rep8,BCF-lin,0.5268358665098389,0.02642787512788689
rest/NW_Rep8,LS,0.32619636753956044,0.015895909312390023
rest/NW_Rep8,OLS,0.5817553719815012,0.026261387655395284
rest/NW_Rep8,AVE,1.3221915646596138,0.041510854622366894
rest/NW_Rep7,BCF,0.438836791205441,0.018665261620323243
rest/NW_Rep7,BCF-lin,0.5214761488957195,0.027492284558179047
rest/NW_Rep7,LS,0.31927882243962163,0.015963292722377398
rest/NW_Rep7,OLS,0.6158507757927937,0.05606378717135849
rest/NW_Rep7,AVE,1.3174382082107479,0.04185694678410825
rest/NW_Rep1,BCF,0.4369558425520106,0.02011329474593818
rest/NW_Rep1,BCF-lin,0.5425489944175784,0.032255710706243675
rest/NW_Rep1,LS,0.3318178538997288,0.0186319931744589
rest/NW_Rep1,OLS,0.6333247497293563,0.057839785303822604
rest/NW_Rep1,AVE,1.3048579635747806,0.041124747324620035
rest/NW_Rep5,BCF,0.45606150071003165,0.019299929426555625
rest/NW_Rep5,BCF-lin,0.5617949172650936,0.034268227562200236
rest/NW_Rep5,LS,0.3179099155085165,0.015770263108688336
rest/NW_Rep5,OLS,0.5821410249734003,0.02559831461462143
rest/NW_Rep5,AVE,1.3703329290467987,0.04240456917356974
rest/NW_Rep3,BCF,0.4671470091821192,0.020876296294045322
rest/NW_Rep3,BCF-lin,0.5551767737571096,0.03171063448274788
rest/NW_Rep3,LS,0.35826323159518036,0.01849805982395611
rest/NW_Rep3,OLS,0.6064840984113296,0.029574858512185203
rest/NW_Rep3,AVE,1.2717915137147269,0.04024648514861768
rest/NW_Rep2,BCF,0.4427312519931992,0.019612338463734943
rest/NW_Rep2,BCF-lin,0.5412446336937846,0.031742480268960135
rest/NW_Rep2,LS,0.317719660040856,0.016011872031504025
rest/NW_Rep2,OLS,0.5850874606277039,0.047105834493263415
rest/NW_Rep2,AVE,1.2721287602005302,0.0398950012778243
rest/NW_Rep6,BCF,0.4779423312805094,0.022311772232996095
rest/NW_Rep6,BCF-lin,0.6146775123215629,0.05004608938582879
rest/NW_Rep6,LS,0.34877249004533134,0.018413044350212755
rest/NW_Rep6,OLS,0.5987599339728961,0.029314307791468833
rest/NW_Rep6,AVE,1.3251368714189824,0.04163141098408548
rest/NW_Rep10,BCF,0.45167056896815533,0.018563450255683525
rest/NW_Rep10,BCF-lin,0.5841994501190005,0.04336155475802255
rest/NW_Rep10,LS,0.3162984650191809,0.016062878615851883
rest/NW_Rep10,OLS,0.6599108883397738,0.07117611905809396
rest/NW_Rep10,AVE,1.3527796079196122,0.04254182664808503
rest/NW_Rep9,BCF,0.46914051158496384,0.020228375155169617
rest/NW_Rep9,BCF-lin,0.6052628657318968,0.03829026310775936
rest/NW_Rep9,LS,0.34650577521268056,0.018057091152330368
rest/NW_Rep9,OLS,0.8191430131942808,0.16365771217103164
rest/NW_Rep9,AVE,1.3572041527071839,0.043181220625749896
